Path	Record	Mode	Korean
Patch/Data/MercEdt/017.edt	74	fixed	솔직히, 나도 같은 처지야.
Patch/Data/MercEdt/017.edt	75	fixed	완벽하군! 망가졌잖아! 이러고 어떻게 일을 하라는 거야?
Patch/Data/MercEdt/017.edt	76	fixed	이런. 바보를 위한 완벽한 함정이네.
Patch/Data/MercEdt/017.edt	77	fixed	모두 조심해. 난 저게 아주 의심스러워.
Patch/Data/MercEdt/017.edt	78	fixed	난 어떤 것에도 굴복하지 않아. 지금도 시작할 생각 없어! 도와줘!
Patch/Data/MercEdt/017.edt	79	fixed	좋아. 무사히 해냈어.
Patch/Data/MercEdt/017.edt	81	fixed	솔직히 당신 지휘의 몇 가지 면이 마음에 들지 않아. 좀 나아지는지 보고 나서 당신 밑에서 일할지 생각하겠어.
Patch/Data/MercEdt/017.edt	82	fixed	당신 덕분에 영안실이 쉴 틈이 없더군. 그게 내 결정의 가장 큰 이유야. 사양하지.
Patch/Data/MercEdt/017.edt	83	fixed	미안하지만 응급의료 기술 보수 교육 중이야. 끝나면 가능해.
Patch/Data/MercEdt/017.edt	84	fixed	좀 더 일찍 알려줬다면 일정을 조정할 수도 있었겠지. 지금은 다른 준군사 조직과 단기 계약 중이야.
Patch/Data/MercEdt/017.edt	85	fixed	영상 음성사서함이야. 메시지를 남겨. 그리고 검피, 네가 지난번 같은 메시지를 또 남기면 충격과 동시에 폭발하는 답장을 보내 주겠어. 농담 아니야.
Patch/Data/MercEdt/017.edt	86	fixed	다른 일이 필요하면 휘파람 불어. 휘파람 부는 법은 알지?
Patch/Data/MercEdt/017.edt	87	fixed	팀에 폭스가 있군. 실력보다 겉모습에 더 관심이 있다는 뜻이겠지. 예쁜 얼굴 이상의 걸 찾게 되면 연락해.
Patch/Data/MercEdt/017.edt	88	fixed	팀에 리퍼라는 남자가 있군. 심각하게 정신이 나간 사람이야. 다음 기회에 하지.
Patch/Data/MercEdt/017.edt	89	fixed	날 왜 필요로 하지? 검피가 있잖아. 당신은 삼류 지저분이로도 만족하는 모양이군. 언젠가는 싸다고 다 가성비 좋은 건 아니라는 걸 배우겠지.
Patch/Data/MercEdt/017.edt	90	fixed	계약이 곧 끝나. 원한다면 연장 얘기를 해도 돼.
Patch/Data/MercEdt/017.edt	91	fixed	다시 당신과 일해볼 수는 있겠어. 좋아. 한 번 더 해보지.
Patch/Data/MercEdt/017.edt	92	fixed	계약 성립이야. 후회하지 않을 거야.
Patch/Data/MercEdt/017.edt	95	fixed	머리로는 아니라고 하지만 시드니 네틀슨에겐 좋은 느낌이 들어. 그래서 이유는 잘 모르겠지만 승낙하겠어.
Patch/Data/MercEdt/017.edt	96	fixed	이번 경험은 별로 긍정적이지 않았어. 내 능력이 제대로 쓰이지도, 인정받지도 못했다고 생각해. 거절하겠어.
Patch/Data/MercEdt/017.edt	97	fixed	이번엔 잘 들어. 제발...
Patch/Data/MercEdt/017.edt	98	fixed	미안하지만 은행에서 좋지 않은 소식이 왔어.
Patch/Data/MercEdt/017.edt	99	fixed	진심이야? 좋아. 네 장례식이 될 거야. 난 빠질게.
Patch/Data/MercEdt/017.edt	100	fixed	당신 덕분에 영안실이 쉴 틈이 없더군. 그게 내 결정의 가장 큰 이유야. 사양하지.
Patch/Data/MercEdt/017.edt	101	fixed	팀에 폭스가 있군. 실력보다 겉모습에 더 관심이 있다는 뜻이겠지. 예쁜 얼굴 이상의 걸 찾게 되면 연락해.
Patch/Data/MercEdt/017.edt	102	fixed	팀에 리퍼라는 남자가 있군. 심각하게 정신이 나간 사람이야. 다음 기회에 하지.
Patch/Data/MercEdt/017.edt	103	fixed	날 왜 필요로 하지? 검피가 있잖아. 당신은 삼류 지저분이로도 만족하는 모양이군. 언젠가는 싸다고 다 가성비 좋은 건 아니라는 걸 배우겠지.
Patch/Data/MercEdt/017.edt	106	fixed	머리로는 아니라고 하지만 시드니 네틀슨에겐 좋은 느낌이 들어. 그래서 이유는 잘 모르겠지만 승낙하겠어.
Patch/Data/MercEdt/017.edt	107	fixed	이번엔 잘 들어. 제발...
Patch/Data/MercEdt/017.edt	108	fixed	미안하지만 은행에서 좋지 않은 소식이 왔어.
Patch/Data/MercEdt/017.edt	109	fixed	모니카 손더가드야. 누구시지?
Patch/Data/MercEdt/017.edt	110	fixed	이제 당신이 말할 차례인 것 같은데.
Patch/Data/MercEdt/017.edt	111	fixed	소름 끼치게 하네. 뭘 원하는 거야?
Patch/Data/MercEdt/017.edt	112	fixed	그리고 정확히 어느 정도 기간이 필요한 거지?
Patch/Data/MercEdt/017.edt	113	fixed	뭘 원하는지 어느 정도 알려주면 기꺼이 얘기해 주겠어.
Patch/Data/MercEdt/017.edt	115	fixed	솔직히 리퍼라는 그 병든 인간을 고용했다니 실망이야. 가능하다면 그와 최대한 멀리 떨어져 있고 싶어. 그래도 가긴 하겠어.
Patch/Data/MercEdt/017.edt	116	fixed	음, 여기서 보낼 시간도 거의 끝났네.
Patch/Data/MercEdt/017.edt	117	fixed	나도 정말 많이 좋아졌어. 급여에도 그게 반영돼야지.
